incorrect_sentence,correct_sentence
නුබලා ගෙදර යවහි,නුබලා ගෙදර යවන්නෙහු
නුබලා ගෙදර යහි,නුබලා ගෙදර යවු
නුබලා ගෙදර යහිවා,නුබලා ගෙදර යවු
නුබලා ගෙදර යනලදී,නුබලා ගෙදර යහුවා
නුබලා ගෙදර ගියෙමි,නුබලා ගෙදර යහුවා
නුබලා ගෙදර ගියෙමු,නුබලා ගෙදර යහුවා
නුබලා ගෙදර ගියෙහි,නුබලා ගෙදර යහුවා
නුබලා ගෙදර ගියාය,නුබලා ගෙදර ගියෙහු
නුබලා ගෙදර ගියේය,නුබලා ගෙදර ගියෙහු
නුබලා ගෙදර ගියෝය,නුබලා ගෙදර ගියෙහු
නුබලා ගෙදර යැවේ,නුබලා ගෙදර ගියෙහු
නුබලා ගෙදර යැවෙමි,නුබලා ගෙදර ගියෙහු
නුබලා ගෙදර යැවෙමු,නුබලා ගෙදර ගියෙහු
නුබලා ගෙදර යැවෙයි,නුබලා ගෙදර යැවෙහු
නුබලා ගෙදර යැවෙති,නුබලා ගෙදර යැවෙහු
නුබලා ගෙදර යැවවෙයි,නුබලා ගෙදර යැවෙහු
නුබලා ගෙදර යැවවෙති,නුබලා ගෙදර යැවෙහු
නුබලා ගෙදර යැවවේ,නුබලා ගෙදර යැවෙහු
ළමයා ගෙදර යති,නුබලා ගෙදර යැවෙහු
ළමයා ගෙදර යනවා,ළමයා ගෙදර යත්වා
ළමයා ගෙදර යනවාලා,ළමයා ගෙදර යත්වා
ළමයා ගෙදර යනු,ළමයා ගෙදර යත්වා
ළමයා ගෙදර යන්න,ළමයා ගෙදර යත්වා
ළමයා ගෙදර යන්නෙමි,ළමයා ගෙදර යන්නීය
ළමයා ගෙදර යන්නෙමිවා,ළමයා ගෙදර යන්නීය
ළමයා ගෙදර යන්නෙමු,ළමයා ගෙදර යන්නීය
ළමයා ගෙදර යන්නෙමුවා,ළමයා ගෙදර යන්නීය
ළමයා ගෙදර යන්නෙහි,ළමයා ගෙදර යන්නීය
ළමයා ගෙදර යන්නෙහිවා,ළමයා ගෙදර යන්නීය
ළමයා ගෙදර යන්නෝය,ළමයා ගෙදර යන්නේය
ළමයා ගෙදර යමි,ළමයා ගෙදර යන්නේය
ළමයා ගෙදර යමිවා,ළමයා ගෙදර යන්නේය
ළමයා ගෙදර යමු,ළමයා ගෙදර යන්නේය
ළමයා ගෙදර යමුවා,ළමයා ගෙදර යන්නේය
ළමයා ගෙදර යව,ළමයා ගෙදර යයි
ළමයා ගෙදර යවති,ළමයා ගෙදර යයි
ළමයා ගෙදර යවන්නෙමි,ළමයා ගෙදර යවන්නීය
ළමයා ගෙදර යවන්නෙමු,ළමයා ගෙදර යවන්නීය
ළමයා ගෙදර යවන්නෙහි,ළමයා ගෙදර යවන්නීය
ළමයා ගෙදර යවන්නෙහු,ළමයා ගෙදර යවන්නීය
ළමයා ගෙදර යවන්නෝය,ළමයා ගෙදර යවන්නේය
ළමයා ගෙදර යවමි,ළමයා ගෙදර යවන්නේය
ළමයා ගෙදර යවමු,ළමයා ගෙදර යවන්නේය
ළමයා ගෙදර යවහි,ළමයා ගෙදර යවයි
ළමයා ගෙදර යවහු,ළමයා ගෙදර යවයි
ළමයා ගෙදර යවු,ළමයා ගෙදර යවයි
ළමයා ගෙදර යහි,ළමයා ගෙදර යවයි
ළමයා ගෙදර යහිවා,ළමයා ගෙදර යවයි
ළමයා ගෙදර යහු,ළමයා ගෙදර යවයි
ළමයා ගෙදර යහුවා,ළමයා ගෙදර යවයි
ළමයා ගෙදර යනලදී,ළමයා ගෙදර යවයි
ළමයා ගෙදර ගියෙමි,ළමයා ගෙදර යවයි
ළමයා ගෙදර ගියෙමු,ළමයා ගෙදර යවයි
ළමයා ගෙදර ගියෙහි,ළමයා ගෙදර යවයි
ළමයා ගෙදර ගියෙහු,ළමයා ගෙදර යවයි
ළමයා ගෙදර ගියෝය,ළමයා ගෙදර ගියේය
ළමයා ගෙදර යැවෙමි,ළමයා ගෙදර යැවේ
ළමයා ගෙදර යැවෙමු,ළමයා ගෙදර යැවේ
ළමයා ගෙදර යැවෙහි,ළමයා ගෙදර යැවේ
ළමයා ගෙදර යැවෙහු,ළමයා ගෙදර යැවේ
ළමයා ගෙදර යැවෙති,ළමයා ගෙදර යැවෙයි
ළමයා ගෙදර යැවවෙති,ළමයා ගෙදර යැවවෙයි
ළමයි ගෙදර යත්වා,ළමයි ගෙදර යති
ළමයි ගෙදර යනවා,ළමයි ගෙදර යති
ළමයි ගෙදර යනවාලා,ළමයි ගෙදර යති
ළමයි ගෙදර යනු,ළමයි ගෙදර යති
ළමයි ගෙදර යන්න,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නීය,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නෙමි,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නෙමිවා,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නෙමු,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නෙමුවා,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නෙහි,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නෙහිවා,ළමයි ගෙදර යති
ළමයි ගෙදර යන්නේය,ළමයි ගෙදර යති
ළමයි ගෙදර යමි,ළමයි ගෙදර යන්නෝය
ළමයි ගෙදර යමිවා,ළමයි ගෙදර යන්නෝය
ළමයි ගෙදර යමු,ළමයි ගෙදර යන්නෝය
ළමයි ගෙදර යමුවා,ළමයි ගෙදර යන්නෝය
ළමයි ගෙදර යයි,ළමයි ගෙදර යන්නෝය
ළමයි ගෙදර යව,ළමයි ගෙදර යන්නෝය
ළමයි ගෙදර යවන්නීය,ළමයි ගෙදර යවති
ළමයි ගෙදර යවන්නෙමි,ළමයි ගෙදර යවති
ළමයි ගෙදර යවන්නෙමු,ළමයි ගෙදර යවති
ළමයි ගෙදර යවන්නෙහි,ළමයි ගෙදර යවති
ළමයි ගෙදර යවන්නෙහු,ළමයි ගෙදර යවති
ළමයි ගෙදර යවන්නේය,ළමයි ගෙදර යවති
ළමයි ගෙදර යවමි,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යවමු,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යවයි,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යවහි,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යවහු,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යවු,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යහි,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යහිවා,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යහු,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යහුවා,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර යනලදී,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර ගියෙමි,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර ගියෙමු,ළමයි ගෙදර යවන්නෝය
ළමයි ගෙදර ගියෙහි,ළමයි ගෙදර යවන්නෝය
